motionType,expectedPointsAdded,yardsGained,bigPlay,successfulPlay
FLY,2.37872293626424,4,NO,YES
OUT,2.37872293626424,4,NO,YES
QUICK,3.08724167081527,28,YES,YES
FLY,1.43486421275884,15,YES,YES
IN,0.903010610025376,9,NO,YES
FLY,1.74598988771322,4,NO,YES
RETURN,1.32194189750589,5,NO,YES
FLY,1.32194189750589,5,NO,YES
FLY,0.183571985224262,8,NO,YES
FLY,0.426167466328479,7,NO,YES
FLY,-1.54466608754592,0,NO,NO
RETURN,0.292643991298974,9,NO,YES
OUT,0.292643991298974,9,NO,YES
FLY,-0.868643500842154,0,NO,NO
IN,-0.406738821882755,0,NO,NO
IN,-0.435616715345532,6,NO,NO
OUT,-1.78030166681856,0,NO,NO
FLY,0.35493809916079,7,NO,YES
UP,0.715423598652706,9,NO,YES
QUICK,-0.410308366059326,0,NO,NO
FLY,-1.11301225906936,2,NO,NO
QUICK,-0.458586616907269,0,NO,NO
FLY,-0.513250308576971,0,NO,NO
FLY,-1.11120051681064,5,NO,NO
FLY,1.27992060652468,21,YES,YES
FLY,1.05541242990876,7,NO,YES
ACROSS,-0.790249586862046,0,NO,NO
FLY,0.535333323990926,9,NO,YES
FLY,-0.308289877604693,5,NO,NO
ACROSS,-1.88458150904626,1,NO,NO
FLY,-0.263484476425219,5,NO,NO
IN,-0.41930999327451,1,NO,NO
QUICK,-0.111626921454445,6,NO,NO
FLY,1.50962042831816,9,NO,YES
FLY,-0.967844436410815,0,NO,NO
FLY,-0.693812262266874,4,NO,NO
FLY,-0.177094720769674,4,NO,NO
RETURN,0.157422857359052,4,NO,YES
FLY,0.157422857359052,4,NO,YES
OUT,5.98258448252454,75,YES,YES
FLY,-0.46646118699573,13,NO,NO
FLY,-0.18316957494244,5,NO,NO
OUT,0.822206104872748,8,NO,YES
RETURN,-0.495631841011345,5,NO,NO
FLY,-0.495631841011345,5,NO,NO
FLY,2.041904641781,10,NO,YES
FLY,-1.49541747779585,-1,NO,NO
OUT,-0.176674910821021,7,NO,NO
RETURN,-0.404421565821394,3,NO,NO
TIC,0.519215412437916,8,NO,YES
TIC,0.0444263663957827,3,NO,YES
FLY,0.0444263663957827,3,NO,YES
OUT,1.00119887525216,11,NO,YES
FLY,0.358033783501014,6,NO,YES
RETURN,-0.395946845412254,2,NO,NO
FLY,-0.947545901406556,-2,NO,NO
UP,-1.54758089035749,0,NO,NO
FLY,-0.467121598543599,0,NO,NO
FLY,0.609979175496846,8,NO,YES
UP,-0.76909613085445,0,NO,NO
ACROSS,-0.323602690477856,0,NO,NO
OUT,-1.3100565650966,0,NO,NO
FLY,0.699019290623255,9,NO,YES
QUICK,1.05905015405733,17,YES,YES
ACROSS,0.738298732379917,11,NO,YES
RETURN,0.37768941023387,8,NO,YES
ACROSS,0.0800204135011882,6,NO,YES
FLY,-1.54870925378054,-4,NO,NO
FLY,1.75291889067739,28,YES,YES
OUT,2.24506603111513,16,YES,YES
IN,2.22971502650762,16,YES,YES
RETURN,1.29428528854623,11,NO,YES
ACROSS,-0.597371679497883,0,NO,NO
FLY,2.20004830951802,9,NO,YES
RETURN,-1.90193730406463,0,NO,NO
RETURN,-4.8543138152454,18,YES,NO
ACROSS,0.185505065601319,5,NO,YES
ACROSS,0.173198465025052,5,NO,YES
ACROSS,-0.628308102488518,0,NO,NO
ACROSS,1.87553148844745,7,NO,YES
FLY,-0.427338138222694,0,NO,NO
FLY,-0.296384606393985,5,NO,NO
FLY,-1.77929361443967,0,NO,NO
ACROSS,-0.758814032305963,5,NO,NO
FLY,0.209552942309529,5,NO,YES
IN,-0.369036668678746,0,NO,NO
FLY,-0.515189741039649,3,NO,NO
OUT,2.20564014132833,32,YES,YES
ACROSS,-0.457404647953808,-1,NO,NO
FLY,-1.09718536300352,0,NO,NO
ACROSS,2.36629518831614,4,NO,YES
IN,-1.06682395376265,5,NO,NO
FLY,-0.334948022675235,0,NO,NO
RETURN,-0.401500516396482,8,NO,NO
FLY,0.544189563952386,11,NO,YES
IN,-0.155649062246084,3,NO,NO
ACROSS,-0.233624002430588,4,NO,NO
OUT,0.191423549782485,7,NO,YES
FLY,1.82247122749686,13,NO,YES
IN,-0.93881676858291,0,NO,NO
ACROSS,5.84491563821211,75,YES,YES
ACROSS,5.84491563821211,75,YES,YES
OUT,-0.949106024345383,0,NO,NO
IN,-0.560973850253504,0,NO,NO
ACROSS,2.40726190223359,34,YES,YES
OUT,-1.97012539976276,0,NO,NO
ACROSS,-0.786374450661242,0,NO,NO
IN,-1.23928090184927,-2,NO,NO
ACROSS,-1.99762051319703,0,NO,NO
QUICK,0.881828295066953,15,YES,YES
ACROSS,1.14456621650606,9,NO,YES
ACROSS,4.38168828026392,61,YES,YES
IN,0.973385408287868,13,NO,YES
IN,2.23580170079367,7,NO,YES
FLY,-0.36620472848881,3,NO,NO
OUT,-1.13043073168956,3,NO,NO
OUT,0.174060970079154,5,NO,YES
OUT,1.00136238452978,10,NO,YES
QUICK,-0.496172217302956,1,NO,NO
FLY,1.28523856250104,8,NO,YES
QUICK,-0.696898587979376,0,NO,NO
FLY,-0.696898587979376,0,NO,NO
QUICK,-0.883788341656327,0,NO,NO
FLY,-1.84169558016583,0,NO,NO
IN,2.45635841041803,11,NO,YES
OUT,-0.889436952304095,0,NO,NO
QUICK,-0.889436952304095,0,NO,NO
IN,1.64977490040474,20,YES,YES
FLY,1.64977490040474,20,YES,YES
QUICK,0.68289182416629,11,NO,YES
QUICK,0.68289182416629,11,NO,YES
FLY,-0.0360459238290787,5,NO,NO
QUICK,-0.349206964368932,2,NO,NO
OUT,0.000750114675611258,7,NO,YES
QUICK,1.85966189904138,9,NO,YES
QUICK,1.85966189904138,9,NO,YES
IN,-0.512078441330232,0,NO,NO
FLY,0.812104743439704,9,NO,YES
QUICK,-0.842994838953018,0,NO,NO
IN,2.20018838928081,10,NO,YES
OUT,-0.254742705728859,3,NO,NO
FLY,-0.484178448095918,0,NO,NO
IN,-0.532349674263969,0,NO,NO
ACROSS,1.43281775480136,15,YES,YES
TIC,0.440138631442096,6,NO,YES
FLY,-0.113268707878888,3,NO,NO
FLY,0.758791139815003,11,NO,YES
OUT,-1.97999449120834,0,NO,NO
FLY,-2.12541227973998,-8,NO,NO
IN,0.735878079547547,11,NO,YES
FLY,-0.885419457219541,-1,NO,NO
FLY,0.320164368487895,6,NO,YES
FLY,-0.456300629070029,0,NO,NO
FLY,-0.985763272969052,0,NO,NO
OUT,2.53454250493087,17,YES,YES
FLY,-1.09044223022647,-1,NO,NO
RETURN,-0.882450154284015,5,NO,NO
ACROSS,5.34799290657975,79,YES,YES
FLY,-0.124675839906558,5,NO,NO
FLY,0.513255760073662,5,NO,YES
FLY,1.02754320309032,7,NO,YES
ACROSS,-0.259623340913095,1,NO,NO
FLY,-0.548338278662413,0,NO,NO
FLY,-0.934158609248698,0,NO,NO
FLY,0.313232539454475,8,NO,YES
FLY,-0.295197271043435,0,NO,NO
FLY,-0.165503211144824,0,NO,NO
FLY,0.973758377949707,13,NO,YES
OUT,0.706985896453261,9,NO,YES
FLY,-1.29962650476955,0,NO,NO
QUICK,-0.466275002341717,3,NO,NO
QUICK,-0.20726116350852,3,NO,NO
FLY,-0.20726116350852,3,NO,NO
FLY,-0.995495192240924,0,NO,NO
OUT,-0.00221559545025229,6,NO,NO
IN,-0.952025320846587,0,NO,NO
FLY,-0.952025320846587,0,NO,NO
FLY,-0.881015220656991,0,NO,NO
ACROSS,0.594104957999662,9,NO,YES
FLY,2.65712151833577,15,YES,YES
FLY,0.024793159449473,6,NO,YES
IN,-0.950218633923214,0,NO,NO
QUICK,0.12329515023157,6,NO,YES
FLY,4.97558727371506,50,YES,YES
IN,1.16492965747602,18,YES,YES
QUICK,-0.87840336188674,0,NO,NO
FLY,-0.566977300215513,0,NO,NO
RETURN,-0.957579311449081,0,NO,NO
OUT,0.608032189949881,11,NO,YES
ACROSS,-0.094941133458633,4,NO,NO
FLY,-4.86012517951895,8,NO,NO
RETURN,-0.992994544329122,0,NO,NO
IN,-1.19545779004693,1,NO,NO
IN,-0.655925423838198,6,NO,NO
FLY,2.83028509304859,22,YES,YES
OUT,-0.877357956487685,0,NO,NO
FLY,1.23970174835995,3,NO,YES
IN,-1.02461628429592,0,NO,NO
OUT,2.08430167869665,23,YES,YES
IN,1.4109365590848,22,YES,YES
FLY,1.4109365590848,22,YES,YES
FLY,-4.94685675553046,0,NO,NO
FLY,2.04277391731739,12,NO,YES
OUT,0.562562588136643,10,NO,YES
FLY,0.562562588136643,10,NO,YES
ACROSS,-0.389709266135469,0,NO,NO
IN,-0.904159173602238,0,NO,NO
FLY,-0.698040191084146,0,NO,NO
FLY,-0.729338877950795,1,NO,NO
ACROSS,-0.729338877950795,1,NO,NO
QUICK,-1.53051333222538,0,NO,NO
FLY,-0.234173055738211,2,NO,NO
ACROSS,-0.343946369597688,5,NO,NO
OUT,1.5328766182065,6,NO,YES
OUT,0.952084857504815,10,NO,YES
OUT,2.45762061758433,24,YES,YES
FLY,2.29586489114445,36,YES,YES
QUICK,-0.565131334355101,0,NO,NO
FLY,-0.172537677339278,6,NO,NO
OUT,-0.731181089766324,0,NO,NO
OUT,-0.532869747607037,0,NO,NO
QUICK,-0.570740633411333,0,NO,NO
OUT,1.89547099138144,23,YES,YES
IN,0.125181519659236,6,NO,YES
FLY,0.0891177365556359,4,NO,YES
RETURN,1.23061300697736,14,NO,YES
IN,1.23061300697736,14,NO,YES
IN,1.45366250281222,6,NO,YES
ACROSS,1.04820706869941,16,YES,YES
OUT,1.72494603984524,9,NO,YES
OUT,-0.625824789865874,0,NO,NO
OUT,-0.967061546747573,0,NO,NO
FLY,0.0329215470701456,6,NO,YES
OUT,1.48797359853052,15,YES,YES
FLY,1.03250238788314,7,NO,YES
FLY,1.13782430341234,15,YES,YES
ACROSS,1.13782430341234,15,YES,YES
FLY,2.32947938342113,23,YES,YES
ACROSS,1.25775668933056,1,NO,YES
ACROSS,-1.27817373187281,0,NO,NO
FLY,0.611438098596409,11,NO,YES
FLY,-0.351604357478209,0,NO,NO
OUT,-0.220624408917502,0,NO,NO
ACROSS,-0.0782006564550102,7,NO,NO
RETURN,0.538887812406756,9,NO,YES
QUICK,1.61614102998283,9,NO,YES
RETURN,-0.201369798043743,2,NO,NO
RETURN,0.839957198593765,6,NO,YES
RETURN,1.98059151112102,13,NO,YES
FLY,-0.577775069978088,1,NO,NO
ACROSS,-0.92144346726127,2,NO,NO
IN,-0.851108282804489,7,NO,NO
QUICK,-5.72387533506844,0,NO,NO
FLY,1.32615459919907,15,YES,YES
ACROSS,1.79915397183504,13,NO,YES
OUT,-0.564152137842029,4,NO,NO
ACROSS,-1.59146625502035,0,NO,NO
FLY,-0.893600401468575,1,NO,NO
FLY,-0.914178293896839,0,NO,NO
FLY,1.34162025223486,20,YES,YES
ACROSS,-0.553072227630764,1,NO,NO
FLY,-0.182616842910647,3,NO,NO
IN,2.17892124666832,37,YES,YES
FLY,-0.810307953390293,0,NO,NO
FLY,-0.810307953390293,0,NO,NO
IN,-3.0799348395085,0,NO,NO
FLY,0.741032960126176,11,NO,YES
FLY,-0.170958944479935,4,NO,NO
OUT,-1.31882503838278,0,NO,NO
ACROSS,2.13913891464472,25,YES,YES
ACROSS,0.0203305153409019,5,NO,YES
ACROSS,1.98094453278463,17,YES,YES
FLY,-0.652893627295271,0,NO,NO
ACROSS,1.15559147414751,7,NO,YES
FLY,0.810584679653402,9,NO,YES
OUT,-0.572598680853844,3,NO,NO
ACROSS,0.101277776062489,6,NO,YES
FLY,-1.09743718244135,1,NO,NO
ACROSS,-1.09743718244135,1,NO,NO
ACROSS,-0.503078735317104,0,NO,NO
FLY,-0.391358249587938,6,NO,NO
FLY,0.15745947510004,7,NO,YES
FLY,2.03943953069393,23,YES,YES
OUT,-0.525378416990861,0,NO,NO
OUT,0.396464929101057,6,NO,YES
FLY,1.39882326358929,10,NO,YES
FLY,-0.589112934656441,0,NO,NO
FLY,1.30750869004987,12,NO,YES
OUT,0.575164235429838,6,NO,YES
OUT,-1.03826509602368,0,NO,NO
OUT,-1.28955172235146,1,NO,NO
FLY,-1.39088686695322,0,NO,NO
FLY,0.010875899810344,5,NO,YES
QUICK,1.30175386904739,22,YES,YES
OUT,1.30175386904739,22,YES,YES
FLY,0.102160022302996,5,NO,YES
FLY,-0.358584717323538,0,NO,NO
FLY,1.14218462858116,15,YES,YES
ACROSS,-0.435234374832362,0,NO,NO
OUT,-0.580020701047033,0,NO,NO
FLY,-0.107183309737593,4,NO,NO
FLY,-0.849958140635863,0,NO,NO
FLY,2.04725404182682,9,NO,YES
UP,1.71812325506471,7,NO,YES
ACROSS,-0.91121890291106,0,NO,NO
FLY,-0.91121890291106,0,NO,NO
ACROSS,0.620851455372758,11,NO,YES
FLY,-0.935154710081406,-4,NO,NO
IN,-0.957859777379781,0,NO,NO
ACROSS,-0.429509611101821,1,NO,NO
OUT,0.672749646008015,11,NO,YES
FLY,-0.790149644948542,0,NO,NO
ACROSS,1.27088426682167,8,NO,YES
ACROSS,0.67333438328933,12,NO,YES
FLY,3.46804901363794,26,YES,YES
ACROSS,1.76404941617511,18,YES,YES
FLY,-5.44146689597983,0,NO,NO
QUICK,-5.44146689597983,0,NO,NO
IN,-0.238438172964379,5,NO,NO
RETURN,-0.658296161273029,0,NO,NO
FLY,1.48451683257008,13,NO,YES
FLY,0.548072702833451,12,NO,YES
FLY,3.63066396448994,24,YES,YES
ACROSS,0.250651717069559,9,NO,YES
ACROSS,0.48774783173576,7,NO,YES
OUT,-1.20691251906101,0,NO,NO
RETURN,-1.20691251906101,0,NO,NO
ACROSS,-3.50708700995892,0,NO,NO
ACROSS,0.302809976739809,6,NO,YES
IN,0.962822242407128,12,NO,YES
IN,-7.77480940992245,-19,NO,NO
RETURN,-0.143804750347044,7,NO,NO
FLY,0.565718177007511,7,NO,YES
IN,0.210457544890232,5,NO,YES
OUT,-1.495801710058,0,NO,NO
IN,-0.997175453230739,-3,NO,NO
OUT,-0.413091521710157,3,NO,NO
OUT,-1.64105363283306,-1,NO,NO
FLY,0.0736082247458398,4,NO,YES
IN,1.57996835373342,22,YES,YES
OUT,-1.28397940238938,-3,NO,NO
ACROSS,-0.386348654166795,0,NO,NO
OUT,1.28382843662985,4,NO,YES
RETURN,1.28382843662985,4,NO,YES
OUT,-0.650406311848201,0,NO,NO
FLY,-1.35138444043696,0,NO,NO
ACROSS,1.14945365348831,8,NO,YES
IN,0.146532578975894,7,NO,YES
FLY,0.622322352253832,9,NO,YES
QUICK,-0.525115221855231,1,NO,NO
IN,1.0861437850981,8,NO,YES
OUT,0.904891386802774,9,NO,YES
QUICK,1.05471255892189,2,NO,YES
IN,-0.614980689133517,1,NO,NO
FLY,-0.762202700250782,0,NO,NO
IN,-0.219104526157025,0,NO,NO
FLY,2.0436252837535,14,NO,YES
FLY,0.750805228250101,13,NO,YES
RETURN,-0.635671699768864,1,NO,NO
IN,0.0864616469480097,7,NO,YES
QUICK,1.11069732299075,17,YES,YES
OUT,1.11069732299075,17,YES,YES
IN,0.845994909061119,14,NO,YES
ACROSS,-1.08453035866842,0,NO,NO
FLY,1.92108221445233,13,NO,YES
RETURN,0.0389271453022957,7,NO,YES
IN,1.28585937124444,16,YES,YES
FLY,-0.204988417041022,4,NO,NO
IN,1.81411191233201,5,NO,YES
IN,-0.356306968547869,0,NO,NO
OUT,-0.412264395738021,0,NO,NO
RETURN,-0.436709950212389,0,NO,NO
RETURN,-0.786979835480452,3,NO,NO
IN,-0.935735353734344,5,NO,NO
FLY,0.916318618459627,14,NO,YES
ACROSS,-0.439925591344945,0,NO,NO
ACROSS,1.40260529262014,21,YES,YES
FLY,-0.864632491953671,0,NO,NO
FLY,-0.468421276891604,0,NO,NO
OUT,-1.68865365162492,0,NO,NO
QUICK,0.602429058635607,6,NO,YES
FLY,0.528304404346272,11,NO,YES
OUT,1.92891708982643,15,YES,YES
FLY,2.07513039279729,18,YES,YES
ACROSS,-5.90365575387841,0,NO,NO
FLY,-0.557173896813765,0,NO,NO
QUICK,0.417762709315866,10,NO,YES
QUICK,0.160464188549668,5,NO,YES
ACROSS,1.88932867418043,13,NO,YES
FLY,-0.73713259305805,0,NO,NO
FLY,3.88136227347422,51,YES,YES
FLY,-0.57460565213114,0,NO,NO
FLY,-0.355593779473566,0,NO,NO
ACROSS,-1.50357875647023,0,NO,NO
FLY,0.383922412060201,7,NO,YES
IN,-0.518364876275882,0,NO,NO
FLY,-4.42816771956859,0,NO,NO
ACROSS,1.19003509741742,17,YES,YES
UP,-0.606376609648578,0,NO,NO
FLY,-0.464769822312519,1,NO,NO
FLY,1.3819834026508,16,YES,YES
ACROSS,-1.04491144506028,1,NO,NO
IN,-0.926421868847683,0,NO,NO
OUT,-0.790383965941146,0,NO,NO
FLY,0.11778182303533,9,NO,YES
ACROSS,-0.579411358572543,6,NO,NO
ACROSS,-1.17703963350505,-2,NO,NO
UP,1.22984639613423,6,NO,YES
QUICK,-0.496707349549979,1,NO,NO
FLY,-0.299129417398944,4,NO,NO
FLY,-0.228057996137068,4,NO,NO
ACROSS,0.895541998732369,4,NO,YES
ACROSS,0.227544494788162,8,NO,YES
RETURN,-0.0873095218557864,5,NO,NO
QUICK,0.394744552671909,8,NO,YES
ACROSS,-1.13387307338417,1,NO,NO
FLY,-0.561848327517509,0,NO,NO
OUT,1.48217595322058,13,NO,YES
RETURN,0.950098030269146,8,NO,YES
OUT,-0.372754327720031,5,NO,NO
IN,3.70935468748212,11,NO,YES
FLY,1.15060746733798,5,NO,YES
IN,2.84604711469728,15,YES,YES
FLY,-1.68082265951671,-3,NO,NO
QUICK,-0.476401860243641,1,NO,NO
UP,-0.719122382812202,1,NO,NO
FLY,0.910925470292568,5,NO,YES
FLY,-1.04465582733974,-1,NO,NO
FLY,2.49487726623192,22,YES,YES
FLY,-0.273190378211439,2,NO,NO
FLY,1.14802266936749,11,NO,YES
QUICK,-0.555106776300818,0,NO,NO
QUICK,2.29182169260457,26,YES,YES
FLY,0.859842895064503,13,NO,YES
FLY,-0.205593875842169,3,NO,NO
FLY,-0.576647946960293,0,NO,NO
FLY,2.14905868459027,31,YES,YES
ACROSS,-0.485307977185585,0,NO,NO
FLY,0.10650273039937,5,NO,YES
FLY,-0.48536896891892,0,NO,NO
FLY,1.50267065956723,25,YES,YES
IN,5.39051081507932,42,YES,YES
FLY,0.739118779660203,10,NO,YES
OUT,-1.08344719215529,0,NO,NO
FLY,-1.5685533285141,0,NO,NO
OUT,-0.485990981571376,0,NO,NO
RETURN,-1.212177420035,0,NO,NO
QUICK,-0.659308726666495,0,NO,NO
FLY,0.425003239186481,12,NO,YES
RETURN,-0.369819305720739,0,NO,NO
ACROSS,4.48644505924312,34,YES,YES
FLY,0.175500835292041,19,YES,YES
FLY,-0.884517193306237,0,NO,NO
FLY,3.2213681822177,24,YES,YES
QUICK,-0.484962672460824,0,NO,NO
FLY,1.94833814410958,8,NO,YES
FLY,-0.179836187278852,3,NO,NO
OUT,0.903880058438517,13,NO,YES
FLY,2.52624004636891,3,NO,YES
IN,0.609164446010254,11,NO,YES
FLY,1.09053169703111,10,NO,YES
QUICK,2.22017810924444,19,YES,YES
FLY,-1.17060219799168,-3,NO,NO
OUT,-0.712747010868043,0,NO,NO
FLY,-1.81599500332959,-5,NO,NO
FLY,0.587102432968095,8,NO,YES
OUT,-0.28253589104861,1,NO,NO
FLY,1.83612719236407,2,NO,YES
FLY,-0.18330961256288,5,NO,NO
FLY,1.1636420126888,11,NO,YES
QUICK,0.923918484710157,16,YES,YES
FLY,2.94058506260626,14,NO,YES
FLY,-0.49858626537025,3,NO,NO
FLY,-0.677471751812845,0,NO,NO
ACROSS,0.11924632062437,2,NO,YES
ACROSS,-0.768905736505985,0,NO,NO
OUT,-0.927786252461374,0,NO,NO
IN,-3.39845608855831,0,NO,NO
ACROSS,-0.260166617343202,3,NO,NO
FLY,-0.614525404642336,2,NO,NO
OUT,-0.406824300764129,0,NO,NO
ACROSS,-0.330353765981272,5,NO,NO
FLY,-0.344323349185288,9,NO,NO
RETURN,-0.354064992105123,4,NO,NO
UP,0.825409613666125,16,YES,YES
FLY,0.825409613666125,16,YES,YES
FLY,-0.101633846294135,6,NO,NO
OUT,1.16310756490566,10,NO,YES
FLY,0.678227715892717,9,NO,YES
FLY,-0.65633561136201,4,NO,NO
OUT,-0.658871596679091,0,NO,NO
ACROSS,0.916900988959242,17,YES,YES
ACROSS,1.47685801819898,16,YES,YES
FLY,1.09890897700097,11,NO,YES
IN,-0.305990950204432,4,NO,NO
QUICK,-0.394128899322823,2,NO,NO
OUT,-0.954802446998656,2,NO,NO
OUT,-1.46158306568395,5,NO,NO
FLY,-0.480350353289396,0,NO,NO
ACROSS,1.11638073821086,12,NO,YES
QUICK,-0.937572114984505,0,NO,NO
FLY,1.93061413511168,7,NO,YES
ACROSS,-0.559113982599229,2,NO,NO
UP,-8.24163799919188,0,NO,NO
FLY,-0.309188180952333,0,NO,NO
FLY,-1.67962373746559,0,NO,NO
FLY,1.94328203611076,20,YES,YES
FLY,0.408443197142333,8,NO,YES
FLY,0.611074855667539,13,NO,YES
RETURN,-0.484218431636691,2,NO,NO
FLY,-0.484218431636691,2,NO,NO
OUT,-0.934620509855449,0,NO,NO
FLY,-1.57367751840502,0,NO,NO
FLY,0.526369185652584,8,NO,YES
FLY,-0.361041119671427,3,NO,NO
FLY,1.79506929311901,6,NO,YES
FLY,-0.469555323245004,0,NO,NO
FLY,0.949914337135851,3,NO,YES
FLY,-0.0236344469012693,5,NO,NO
FLY,-0.448034088592976,0,NO,NO
FLY,-0.783969330019318,0,NO,NO
QUICK,2.29472478409298,22,YES,YES
FLY,0.622246456157882,10,NO,YES
OUT,1.6208145309356,11,NO,YES
FLY,-0.391666717361659,5,NO,NO
OUT,1.54627298540436,6,NO,YES
FLY,-0.356404519523494,3,NO,NO
FLY,-0.637559293536469,1,NO,NO
RETURN,-1.11432339425664,0,NO,NO
QUICK,-1.15823856252246,0,NO,NO
ACROSS,-0.110277279396541,0,NO,NO
RETURN,0.723271491937339,9,NO,YES
OUT,0.723271491937339,9,NO,YES
FLY,0.398078325553797,9,NO,YES
ACROSS,-0.0753634162247181,6,NO,NO
FLY,-0.564037566073239,6,NO,NO
OUT,1.12239713221788,6,NO,YES
FLY,-1.61541114374995,-5,NO,NO
FLY,2.25800432101823,11,NO,YES
FLY,1.55197850929108,19,YES,YES
IN,-0.422352067311294,2,NO,NO
OUT,1.93211212707683,7,NO,YES
ACROSS,-0.702609434723854,3,NO,NO
RETURN,-1.55861963797361,0,NO,NO
UP,-0.999169778544456,0,NO,NO
IN,1.03718340606429,12,NO,YES
UP,-0.391050464473665,0,NO,NO
FLY,-1.33835343958344,0,NO,NO
IN,-1.53491238190327,3,NO,NO
FLY,0.686600717017427,14,NO,YES
UP,1.33574667072389,17,YES,YES
QUICK,-0.537688911892474,0,NO,NO
QUICK,1.9543531013187,8,NO,YES
FLY,-0.482145446236245,2,NO,NO
OUT,3.05528110999148,18,YES,YES
IN,3.05528110999148,18,YES,YES
QUICK,-0.93690191290807,0,NO,NO
ACROSS,-0.93690191290807,0,NO,NO
QUICK,2.86435551039176,5,NO,YES
UP,-0.483832800469827,0,NO,NO
IN,-0.483832800469827,0,NO,NO
UP,-0.777277513640001,0,NO,NO
OUT,-0.777277513640001,0,NO,NO
FLY,1.17482046666555,10,NO,YES
IN,0.904805635451339,14,NO,YES
ACROSS,-0.498505540890619,0,NO,NO
FLY,-1.07909883925458,0,NO,NO
UP,-0.54229933489114,0,NO,NO
FLY,-0.54229933489114,0,NO,NO
OUT,2.39242669835221,12,NO,YES
QUICK,-0.442049528937787,6,NO,NO
RETURN,2.23558262898587,18,YES,YES
QUICK,0.510622816858813,9,NO,YES
FLY,0.364352180389687,4,NO,YES
FLY,-5.68174544052454,0,NO,NO
IN,-0.548707885667682,0,NO,NO
QUICK,-0.670744589995593,2,NO,NO
OUT,-0.603757461474743,0,NO,NO
FLY,4.52346207841765,44,YES,YES
ACROSS,-0.475392581894994,0,NO,NO
QUICK,1.29774099797942,24,YES,YES
OUT,1.06043849966954,8,NO,YES
FLY,-0.536894257646054,0,NO,NO
QUICK,2.00729807047173,20,YES,YES
ACROSS,2.00729807047173,20,YES,YES
QUICK,2.00729807047173,20,YES,YES
QUICK,0.243026432581246,7,NO,YES
ACROSS,-0.529292194056325,3,NO,NO
FLY,1.7198379272595,10,NO,YES
QUICK,0.438594145700336,8,NO,YES
IN,0.438594145700336,8,NO,YES
RETURN,0.0190295819193125,2,NO,YES
FLY,-0.465814420254901,0,NO,NO
QUICK,-0.465814420254901,0,NO,NO
QUICK,-0.465814420254901,0,NO,NO
QUICK,-0.465814420254901,0,NO,NO
QUICK,-0.465814420254901,0,NO,NO
QUICK,1.67446869844571,18,YES,YES
QUICK,1.67446869844571,18,YES,YES
FLY,1.67446869844571,18,YES,YES
QUICK,1.67446869844571,18,YES,YES
FLY,2.08736867248081,30,YES,YES
QUICK,2.08736867248081,30,YES,YES
FLY,0.693780008004978,9,NO,YES
FLY,-0.918894850998186,0,NO,NO
FLY,-0.869048558408394,-6,NO,NO
FLY,-1.1359278607415,0,NO,NO
RETURN,-0.816310836002231,0,NO,NO
IN,-1.48012316087261,0,NO,NO
FLY,1.8168259607628,17,YES,YES
ACROSS,0.513511266675778,2,NO,YES
FLY,0.729012384777889,14,NO,YES
QUICK,0.741371733369306,11,NO,YES
FLY,-0.351480816258118,1,NO,NO
QUICK,0.616765432874672,1,NO,YES
OUT,-0.362409696681425,0,NO,NO
FLY,-0.512862327159382,0,NO,NO
QUICK,-0.403517361497506,0,NO,NO
QUICK,-0.970689742593095,0,NO,NO
FLY,0.223171632853337,14,NO,YES
FLY,-2.13203471369343,0,NO,NO
FLY,-0.574069342575967,2,NO,NO
FLY,0.744685817975551,7,NO,YES
FLY,-1.45112180814613,-6,NO,NO
IN,-0.847494299057871,0,NO,NO
RETURN,-1.5071286582388,0,NO,NO
FLY,-0.485430233413354,0,NO,NO
ACROSS,-0.975971546024084,0,NO,NO
ACROSS,1.28564028837718,21,YES,YES
FLY,1.28564028837718,21,YES,YES
OUT,-3.22652272600681,-20,NO,NO
FLY,0.35023003234528,8,NO,YES
FLY,0.475960001116619,7,NO,YES
IN,0.382089429011103,6,NO,YES
IN,0.382089429011103,6,NO,YES
IN,1.15212195226923,2,NO,YES
FLY,1.15212195226923,2,NO,YES
IN,-0.437525439308956,0,NO,NO
FLY,1.57655105006415,23,YES,YES
IN,1.57655105006415,23,YES,YES
QUICK,3.73803664708976,14,NO,YES
QUICK,3.73803664708976,14,NO,YES
OUT,-0.146729185828008,6,NO,NO
OUT,2.58362821227638,49,YES,YES
FLY,0.775260188383982,14,NO,YES
ACROSS,0.673962243250571,14,NO,YES
OUT,0.728270197520033,10,NO,YES
RETURN,3.04185145127121,48,YES,YES
FLY,1.40472680970561,22,YES,YES
FLY,0.0139051272999495,2,NO,YES
ACROSS,2.34153050277382,15,YES,YES
FLY,-0.14483819110319,5,NO,NO
FLY,-0.222976146731526,2,NO,NO
FLY,-1.37603324098745,-6,NO,NO
ACROSS,-1.37603324098745,-6,NO,NO
FLY,0.364523933327291,8,NO,YES
ACROSS,-0.510419495112728,-1,NO,NO
FLY,0.35786149604246,4,NO,YES
IN,2.01067624054849,20,YES,YES
OUT,0.936972247902304,13,NO,YES
FLY,-0.841968533117324,1,NO,NO
OUT,-1.4293746141484,0,NO,NO
FLY,0.79025237436872,12,NO,YES
QUICK,-1.74443366052583,-5,NO,NO
FLY,-1.05141724040732,-1,NO,NO
FLY,0.546153125527781,3,NO,YES
FLY,1.05588653869927,4,NO,YES
OUT,0.633525744604412,7,NO,YES
